preprocessed_text,length,word_count,sentence_count,unique_words_count,average_word_length,target
got mail panren paru ,21,4,1,4,5.25,0
think chuckin ur red green n black trainner save carryin bac train,66,12,1,12,5.5,0
give one miss number pleas,26,5,1,5,5.2,0
ju came back fr lunch wif si u leh,34,9,1,9,3.7777777777777777,0
schedul next week town weekend,30,5,1,5,6.0,0
realli good dhanush rock,24,4,1,4,6.0,0
lmao ok wont need u hair anymor,31,7,1,7,4.428571428571429,0
miss ya need ya want ya love ya,31,8,1,5,3.875,0
sorri free ,11,2,1,2,5.5,0
u ever get song stuck head reason go away til u listen like time,64,14,1,13,4.571428571428571,0
nt yet chikku simpl habba hw abt u,34,8,1,8,4.25,0
got ur mail dileepthank muchand look forward lot support less contact rememb one venugop mentionedtomorrow late shall tri come till theregoodnight dear,151,22,1,22,6.863636363636363,0
sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,108,17,1,14,6.352941176470588,0
joy father john john name joy father mandan,43,8,1,5,5.375,0
hi ibh custom loyalti offer new nokia mobil txtauction txt word start no get t,78,15,1,15,5.2,1
hi yiju regard textbook intro algorithm second edit sell ,57,9,1,9,6.333333333333333,0
sm auction nokia i get win free auction take part send nokia hgsuiteland rowwjhl ,81,14,1,12,5.785714285714286,1
k want us come,14,4,1,4,3.5,0
littl difficult simpl way enter place,37,6,1,6,6.166666666666667,0
ha us e thing got tv watch u thk go tonight u alreadi haf smth mind ,68,16,1,15,4.25,0
dont show far put new pictur facebook,37,7,1,7,5.285714285714286,0
watch tv got new job,20,5,1,5,4.0,0
good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,94,17,1,17,5.529411764705882,0
come whatev want,16,3,1,3,5.333333333333333,0
ok chikku favourit song ,24,4,1,4,6.0,0
u see post facebook,19,4,1,4,4.75,0
call freephon ,14,2,1,2,7.0,1
buy space invad chanc win orig arcad game consol press game arcad std wap charg see ocoukgam term set purchas,109,20,1,18,5.45,1
big brother alert comput select u k cash voucher call ntt po box cro bt landlin cost ppm mobil vari,99,20,1,20,4.95,1
oh well c u later,17,5,1,5,3.4,0
uncl atlanta wish guy great semest,34,6,1,6,5.666666666666667,0
dear free messag without recharg hi hi hi,41,8,1,6,5.125,0
dun believ u thk u told,23,6,1,5,3.8333333333333335,0
know god creat gap finger one made come amp fill gap hold hand love ,68,14,1,13,4.857142857142857,0
ye sura sun tv lol,18,5,1,5,3.6,0
arun u transfr amt,18,4,1,4,4.5,0
takin shower yeah leav done,27,5,1,5,5.4,0
work eye philosophi text u later bit free chat ,47,9,1,9,5.222222222222222,0
u havent lost ill alway b ui didnt intend hurt u never knew u felt iwasmarin that itriedtel urmomi careabout u,110,21,1,18,5.238095238095238,0
win winner mr t foley ipod excit prize soon keep eye ur mobil visit,67,14,1,14,4.785714285714286,1
bad girl still rememb,21,4,1,4,5.25,0
much gave morn,14,3,1,3,4.666666666666667,0
hope alright babe worri might felt bit despar learn job fake wait come back love,80,15,1,15,5.333333333333333,0
hey tell blake address carlo want meet got lost answer phone,60,11,1,11,5.454545454545454,0
get opinion someth first,24,4,1,4,6.0,0
one week leav put know time,27,6,1,6,4.5,0
hit move,8,2,1,2,4.0,0
excel spent lt gt year air forc iraq afghanistan stabl honest like travel,73,13,1,13,5.615384615384615,0
wan na watch movi,17,4,1,4,4.25,0
ok lor thanx school,19,4,1,4,4.75,0
class get text,14,3,1,3,4.666666666666667,0
bu leav lt gt,13,4,1,4,3.25,0
god blessget good sleep dear pray,33,6,1,6,5.5,0
today voda number end select receiv award match pleas call quot claim code standard rate app,92,16,1,16,5.75,1
nice day today love dearli,26,5,1,5,5.2,0
aiyo bit pai seh noe scare dun rem die hee becom better lookin oredi leh ,73,15,1,15,4.866666666666666,0
aight ask roommat,17,3,1,3,5.666666666666667,0
what hous beer,14,3,1,3,4.666666666666667,0
 wan meet n combin part da rest da project go,45,10,1,9,4.5,0
get ticket walsal tue th march mate get sat ill pay treat want go txt bak terri ,80,17,1,16,4.705882352941177,0
ye chat,7,2,1,2,3.5,0
hi jess dont know work call u im home eve xxx,45,11,1,11,4.090909090909091,0
sian aft meet supervisor got work liao u work,45,9,1,8,5.0,0
go write ccna exam week,23,5,1,5,4.6,0
well watch shrek d b,20,5,1,5,4.0,0
much dirti fellow,17,3,1,3,5.666666666666667,0
dunno dat wat told ok lor ,26,6,1,6,4.333333333333333,0
probabl tomorrow even later tonight someth go,45,7,1,7,6.428571428571429,0
could say die man feel sad go want know would probabl gone late night,69,14,1,14,4.928571428571429,0
think lift one,14,3,1,3,4.666666666666667,0
u dun wan u dun like alreadi ah wat u still eat,47,12,1,9,3.9166666666666665,0
sent ur email id soon,21,5,1,5,4.2,0
dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot yould like know fantast year best read plu realli realli bam first aid usml work done,163,31,1,30,5.258064516129032,0
hey gorgeou man work mobil number good one babe squishi mwah,60,11,1,11,5.454545454545454,0
hottest pic straight phone see get wet want xx text pic txt cost p textoper gga xxx,83,17,1,16,4.882352941176471,1
way stay oh,11,3,1,3,3.6666666666666665,0
hello thanx take call got job start monday,42,8,1,8,5.25,0
time ur flight tmr,18,4,1,4,4.5,0
come,4,1,1,1,4.0,0
rather promin bite mark right cheek,35,6,1,6,5.833333333333333,0
septemb,7,1,1,1,7.0,0
wet right,9,2,1,2,4.5,0
husband,7,1,1,1,7.0,0
hack chat get backdoor entri chat room fraction cost repli neo call subscrib p pm dp bcm box ldn wcnxx,102,20,1,19,5.1,1
norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move,120,22,1,22,5.454545454545454,0
yeah got list u joanna feel realli anti social,46,9,1,9,5.111111111111111,0
offic na,8,2,1,2,4.0,0
are comingdown later ,21,3,1,3,7.0,0
super da good replac murali,27,5,1,5,5.4,0
da good good playerwhi unsold,29,5,1,4,5.8,0
hi u want join st later meet five call u class,46,11,1,10,4.181818181818182,0
engalnd telli decid let watch mia elliot kiss damn,50,9,1,9,5.555555555555555,0
free nokia motorola upto mth price linerent free xnet min txtmth free b notooth call mobileupd call optoutdwv,109,18,1,15,6.055555555555555,1
dont want hear philosophi say happen,36,6,1,6,6.0,0
got job wipro get everi thing life year,39,8,1,8,4.875,0
cant get da laptop matric card wif lei ,39,8,1,8,4.875,0
dunno da next show aft toa payoh got ,37,8,1,8,4.625,0
nd time tri contact u u pound prize claim easi call p per min btnationalr,73,15,1,14,4.866666666666666,1
made payment dont much sorri would want fedex way,49,9,1,9,5.444444444444445,0
play one day last year know even though good team like india,60,12,1,12,5.0,0
k girl wait recept ah,21,5,1,5,4.2,0
say slowli god love amp need clean heart bloodsend ten special peopl amp u c miracl tomorrow pl pl ,99,19,1,17,5.2105263157894735,0
hate turn fun shop trip annoy day everyth would look hous,57,11,1,11,5.181818181818182,0
sir wait call,13,3,1,3,4.333333333333333,0
want come onlin,15,3,1,3,5.0,0
could work reach consensu next meet,35,6,1,6,5.833333333333333,0
aiyah wait lor u entertain hee ,31,6,1,6,5.166666666666667,0
last thing ever want hurt think would would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed,347,62,1,51,5.596774193548387,0
let know kick,13,3,1,3,4.333333333333333,0
call ok said call,17,4,1,3,4.25,0
call number avail appoint ask connect call wahe fathima,55,9,1,8,6.111111111111111,0
 go buy wif meet later,22,5,1,5,4.4,0
mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,84,16,1,15,5.25,0
today system sh get readyal well also deep well,47,9,1,8,5.222222222222222,0
mom want know,13,3,1,3,4.333333333333333,0
aight text back,15,3,1,3,5.0,0
dont know support ass srt thnk think ps play usb,48,10,1,10,4.8,0
oh ok didnt know meant yep babi jontin,38,8,1,8,4.75,0
guarante cash prizeto claim yr prize call custom servic repres,62,10,1,10,6.2,1
would like see xxx pic hot nearli ban uk,40,9,1,9,4.444444444444445,1
pen thing beyond joke wont biro master ever,43,8,1,8,5.375,0
parti alex nichol,17,3,1,3,5.666666666666667,0
u secret admir look make contact ufind r reveal think ur specialcal ,68,12,1,12,5.666666666666667,1
see miss call dear brother gr day,33,7,1,7,4.714285714285714,0
ok finish soon,14,3,1,3,4.666666666666667,0
sorri help,10,2,1,2,5.0,0
come slave go shell unconsci avoid make unhappi,47,8,1,8,5.875,0
love ass enjoy doggi style,26,5,1,5,5.2,0
think ask gym excus lazi peopl jog,34,7,1,7,4.857142857142857,0
dear xxxxxxx u invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,94,14,1,13,6.714285714285714,1
urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae cs box cwwx ppm,99,16,1,16,6.1875,1
way home long dri spell season would,36,7,1,7,5.142857142857143,0
got ta collect da car lei,25,6,1,6,4.166666666666667,0
ok knacker came home went sleep good full time work lark,56,11,1,11,5.090909090909091,0
probabl earlier station think,29,4,1,4,7.25,0
call listen extrem dirti live chat go offic right total privaci one know listen p min mp ,89,17,1,16,5.235294117647059,1
freemsg hey u got videop fone repli wild txt ill send u pic hurri im bore work xxx prcvd stopstop,97,20,1,19,4.85,1
uh head much left,17,4,1,4,4.25,0
tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp player,84,19,1,18,4.421052631578948,0
aight sound good want come,26,5,1,5,5.2,0
wat would u like ur birthday,28,6,1,6,4.666666666666667,0
love work home,14,3,1,3,4.666666666666667,0
miss vday parachut doubl coin u must know well ,47,9,1,9,5.222222222222222,0
sister got place birla soft da,30,6,1,6,5.0,0
free entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail ,84,17,1,15,4.9411764705882355,1
wah oki oki muz make use e unlimit haha ,40,9,1,8,4.444444444444445,0
peopl mu tabl lambda,20,4,1,4,5.0,0
stop old man get build snowman snow angel snowbal fight,55,10,1,10,5.5,0
ello babe u ok,14,4,1,4,3.5,0
hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,69,17,1,14,4.0588235294117645,0
u go ikea str aft dat,21,6,1,6,3.5,0
becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,70,16,1,14,4.375,0
lol grr mom take forev prescript pharmaci like minut away ugh,61,11,1,11,5.545454545454546,0
real tho suck even cook whole electr hungri,43,8,1,8,5.375,0
want go,7,2,1,2,3.5,0
new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddycom txt one name rpl stop cnl,107,19,1,19,5.631578947368421,1
time month mid time,19,4,1,3,4.75,0
fffff text kadeem far gone,26,5,1,5,5.2,0
leav yet ok lor go elsewher n eat u thk ,40,10,1,10,4.0,0
fujitsu seri lifebook good,26,4,1,4,6.5,0
yar want scold u yest late alreadi got zhong se qing u ask b ask go w u lor n u still act real,94,24,1,20,3.9166666666666665,0
dont know bring food,20,4,1,4,5.0,0
current food alon also,22,4,1,4,5.5,0
sch fr dun haf da book sch home ,32,8,1,7,4.0,0
hello go villag pub either come accordingli ok,46,8,1,8,5.75,0
ok,2,1,1,1,2.0,0
call like lt gt time oh give us hypertens oh,44,10,1,9,4.4,0
dont give monkey wot think certainli mind friend mine sleep wiv wud annoyin,75,13,1,13,5.769230769230769,0
omg could snow tonit,20,4,1,4,5.0,0
call tell u call claim prize u enter ur mobil person detail prompt care,71,14,1,12,5.071428571428571,1
free st week entri textpod chanc win gb ipod cash everi wk txt vpod ts cs custcar ,82,17,1,17,4.823529411764706,1
carri disturb,13,2,1,2,6.5,0
pa tell went bath,17,4,1,4,4.25,0
ju finish avatar nigro,22,4,1,4,5.5,0
r u scratch,11,3,1,3,3.6666666666666665,0
hope great day,14,3,1,3,4.666666666666667,0
either idea know anyplac someth,31,5,1,5,6.2,0
plan usual stop find hella weed,31,6,1,6,5.166666666666667,0
fact clean show know upset prioriti constantli what want,56,9,1,9,6.222222222222222,0
excel readi moan scream ecstasi,31,5,1,5,6.2,0
peopl dog area call join like mind guy arrang even a minapn lsbb,64,13,1,13,4.923076923076923,1
dude avatar d imp one point thought actual fli room almost tri hittng one reflex,80,15,1,14,5.333333333333333,0
well done costa del sol holiday await collect call toclaim sae tc pobox stockport skxh costpm maxmin,100,17,1,17,5.882352941176471,1
k k cant come search job,24,6,1,5,4.0,0
got lousi sleep kept wake everi hour see cat want come worri cold,65,13,1,13,5.0,0
yeah leav coupl minut amp let know get mu,41,9,1,9,4.555555555555555,0
 call make sure dat woken ,26,5,1,5,5.2,0
hey go jazz power yoga hip hop kb yogasana,42,9,1,9,4.666666666666667,0
batteri mr adewal uncl aka egbon,32,6,1,6,5.333333333333333,0
wait min stand bu stop,22,5,1,5,4.4,0
oh ic thought meant mari jane,29,6,1,6,4.833333333333333,0
haha realli oh deduct lesson tmr,32,6,1,6,5.333333333333333,0
nah im goin wrk j wot bout u,28,8,1,8,3.5,0
eat shit wait ur monkey face bitch u asshol ,44,9,1,9,4.888888888888889,0
good night go sleep,19,4,1,4,4.75,0
aight grab someth eat text back mu,34,7,1,7,4.857142857142857,0
take someth pain move howev side next hr see doctor,51,10,1,10,5.1,0
lol oh babe wont slide place midnight thank invit,49,9,1,9,5.444444444444445,0
howz person stori,17,3,1,3,5.666666666666667,0
guess somebodi know secretli fanci wan na find give us call landlin dateboxessexcmxn pmin ,90,14,1,14,6.428571428571429,1
lol would awesom payback,24,4,1,4,6.0,0
 free text messag valid decemb ,31,5,1,5,6.2,1
honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gmgngegn,114,21,1,19,5.428571428571429,0
thank tesco quit nice gone speak soon,37,7,1,7,5.285714285714286,0
featheri bowa someth guy know,29,5,1,5,5.8,0
even cant close eye vava play umma d,36,8,1,8,4.5,0
 laptop noe infra slow lar wan fast one,39,8,1,8,4.875,0
guarante award even cashto claim ur award call free stop getstop php,68,12,1,11,5.666666666666667,1
nvm ok ,7,2,1,2,3.5,0
enjoy ur life good night,24,5,1,5,4.8,0
ye meet town co go gep home could text bu stop worri finish march ish,69,15,1,15,4.6,0
that cool cum,13,3,1,3,4.333333333333333,0
delhi chennai still silent,26,4,1,4,6.5,0
lol alright thinkin haha,24,4,1,4,6.0,0
repli win weekli fifa world cup held send stop end servic,57,11,1,11,5.181818181818182,1
boat still mom check yo half nake,33,7,1,7,4.714285714285714,0
shhhhh nobodi suppos know,25,4,1,4,6.25,0
sorri call later meet thing relat trade pleas call arul lt gt,61,12,1,11,5.083333333333333,0
hey late amk need drink tea coffe,33,7,1,7,4.714285714285714,0
urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae cs box cwwx ppm,99,16,1,16,6.1875,1
length e e top shorter n got fring thk go liao lazi dun wan distract u also,75,17,1,16,4.411764705882353,0
 antha num corrct dane,22,4,1,4,5.5,0
basket gettin full might tonight,32,5,1,5,6.4,0
hi darlin ive got back realli nice night thank much lift see u tomorrow xxx,75,15,1,15,5.0,0
valentin huh proof fb page ugh glad realli watch rupaul show tool,65,12,1,12,5.416666666666667,0
free tone hope enjoy new content text stop unsubscrib helpp provid tonesyoucouk,79,12,1,12,6.583333333333333,1
eh den sat u book e kb liao huh ,32,9,1,9,3.5555555555555554,0
practis curtsey,15,2,1,2,7.5,0
lol boo hope laugh,18,4,1,4,4.5,0
yeh def up someth sat,21,5,1,5,4.2,0
well leav class babe never came back hope nice sleep love,57,11,1,11,5.181818181818182,0
lmao fish memori need,21,4,1,4,5.25,0
b go sch mon si need take smth,30,8,1,8,3.75,0
idea soon get convert live,26,5,1,5,5.2,0
themob yo yo yoher come new select hot download member get free click open next link sent ur fone ,98,19,1,18,5.157894736842105,1
 india go draw seri mani year south african soil ,49,9,1,9,5.444444444444445,0
goodmorn today late lt decim gt min,35,7,1,7,5.0,0
take major role commun outreach rock mel,40,7,1,7,5.714285714285714,0
shop lor rain mah hard leav orchard,35,7,1,7,5.0,0
hi birth lb oz mother babi brilliantli,38,7,1,7,5.428571428571429,0
see forward messag proof,24,4,1,4,6.0,0
keep go never intent run choos rather keep room clean say visitor mayb best choic ye want embarass mayb would feel feel friend want drop buy say happen morn tri everyth know els,177,33,1,28,5.363636363636363,0
dunno lei thk mum lazi go neva ask yet ,39,9,1,9,4.333333333333333,0
whatev want know rule talk earlier week start happen show respons yet everi week bend rule way way whatev tire thia argument everi week lt gt movi doesnt inlud preview still get ,178,32,1,26,5.5625,0
